splpk,splrms,dissim,impulsivity,peakcount,day_of_week,time_of_day,time_since_exposure
130.92933968107874,96.35486729,0.030113477,340.1002011311812,1,Sunday,3:10,-1
116.93762727397649,89.67945647,0.055444384,44.47430589998675,0,Sunday,3:20,-1
124.24729410490896,99.12106896689846,0.023048158860731166,12.03650247586632,0,Sunday,3:30,-1
117.69643463343567,98.30728739280144,0.061958476882122616,8.108292717863469,0,Sunday,3:40,-1
122.3395059,93.07627741782404,0.066428777,33.33994339010839,0,Sunday,3:50,-1
120.99273371801884,97.05247278154309,0.041198739,17.147904688046438,1,Sunday,4:00,-1
115.60684761002712,95.65242904,0.039562273,8.549128696302287,0,Sunday,4:10,-1
111.19141392753804,91.66095965,0.045745659,4.412825578213147,0,Sunday,4:20,-1
117.70905981767154,92.58038177736644,0.080109296,30.78655000952974,1,Sunday,4:30,-1
112.06659151813997,94.42785106658394,0.061166884062128016,7.9353963039141675,0,Sunday,4:40,-1
117.67430976897982,96.17431860922055,0.041727903119819734,8.583196530043317,0,Sunday,4:50,-1
119.8698961029122,95.21932259192035,0.10354096408211357,14.913090987311467,0,Sunday,5:00,-1
125.71252511133477,95.40161168241617,0.056642993607927176,105.60470090479541,0,Sunday,5:10,-1
117.9075427143613,93.03956636936738,0.074687173,17.664578196607238,1,Sunday,5:20,-1
122.76423735024751,97.13238108585136,0.058977440470827765,16.67800784405627,1,Sunday,5:30,-1
124.59739975265363,91.33622241,0.076346409,238.50269911853178,2,Sunday,5:40,-1
126.0425556347254,96.73508972853084,0.062474178563176275,37.94286260004416,0,Sunday,5:50,-1
119.16537402045694,94.06126686224945,0.049610346,31.08296541027577,0,Sunday,6:00,-1
115.03011160228253,98.56781758412764,0.032397658,3.596728077009028,0,Sunday,6:10,-1
98.70893754843344,82.10522007922077,0.038882747,3.996166836931674,0,Sunday,6:20,-1
100.6625999728418,82.02411012,0.015834391,4.177802381128699,0,Sunday,6:30,-1
122.28317286927116,93.09892762232028,0.083501505,59.58271427975222,0,Sunday,6:40,-1
109.54451145732371,84.64670425056879,0.027483572677698347,10.692961049148533,0,Sunday,6:50,-1
102.09813966227337,82.02867015567918,0.012753320173687006,5.405234318383925,1,Sunday,7:00,-1
114.94512708482685,88.58874268452522,0.1274961847523017,68.28432670506848,0,Sunday,7:10,-1
100.6709030688984,83.86623920863242,0.029416038685655732,3.9182213148469645,0,Sunday,7:20,-1
102.40904411212148,82.79748482247811,0.0321723,4.735147894578637,0,Sunday,7:30,-1
140.73774525560523,102.68352490815873,0.052776675,1456.0565398359593,0,Sunday,7:40,-1
141.34068284164417,102.70786353678686,0.092526358,2376.1050147815945,1,Sunday,7:50,-1
108.25063209660547,85.01129218488006,0.026494693,9.607091080059114,0,Sunday,8:00,-1
140.2771029451365,101.5538037606722,0.066201612,2051.657337645542,1,Sunday,8:10,-1
140.69732212894692,101.58605696480433,0.077613271,2368.9151848393435,0,Sunday,8:20,-1
114.2146327773014,91.72894465467054,0.14087183722657848,16.08732696,0,Sunday,8:30,-1
107.84999771378644,90.96291353123048,0.068698307,3.959041137642455,0,Sunday,8:40,-1
140.1826392,100.61376437250225,0.049642784,3215.9387139255764,0,Sunday,8:50,-1
108.74775310676714,89.39704519935007,0.047252605687283206,4.5100750906124984,0,Sunday,9:00,-1
137.87464747970446,101.16413800917833,0.10082962560395238,1712.6839371465903,0,Sunday,9:10,-1
124.3307207897091,91.21354091741863,0.018560680277571875,268.97623646240777,0,Sunday,9:20,-1
110.2213468642843,87.36471640644777,0.069622361,5.767699948735473,0,Sunday,9:30,-1
116.65213382780534,87.77946057993054,0.023713290041301297,29.057012269131715,0,Sunday,9:40,-1
118.46412486969335,100.88215826180428,0.044236454501614925,5.044543567092922,0,Sunday,9:50,-1
129.48529881026587,93.30284077435874,0.031391982,1023.1489776941745,0,Sunday,10:00,-1
127.79400293869537,92.46378956844985,0.019711352974974568,569.8338809221224,2,Sunday,10:10,-1
119.53563323571814,88.46811145543013,0.021197450746729456,156.195632,1,Sunday,10:20,-1
118.45738866380995,87.58456471449898,0.025856660472090266,68.21044650335566,0,Sunday,10:30,-1
113.40101084859342,86.43864005,0.048567947757359634,23.920471501427844,1,Sunday,10:40,-1
119.54006883170693,89.11311847952241,0.023729949674314132,103.69220465756996,2,Sunday,10:50,-1
113.77697011816863,85.92840594588851,0.034057317,30.321058341599233,1,Sunday,11:00,-1
119.79324806580041,87.21140961596848,0.023536721002385876,104.23107323070143,3,Sunday,11:10,-1
111.1851876468356,85.44105936393039,0.033472317,9.549546820169905,0,Sunday,11:20,-1
109.93526154612661,93.08015380497095,0.032578041,4.431968737572251,0,Sunday,11:30,-1
131.33148459339714,100.28793389021986,0.036853382,226.5343516109997,1,Sunday,11:40,-1
108.00887786782476,94.18628022,0.031407983,3.196193742,0,Sunday,11:50,-1
120.20495807441635,96.11680738081509,0.040468399,13.127489991648758,0,Sunday,12:00,-1
109.24695043068867,93.07541871122908,0.015255913557717328,5.095625571729427,0,Sunday,12:10,-1
118.67827222612055,94.47343492523208,0.027107206956976368,18.050393215799414,0,Sunday,12:20,-1
117.41293946315183,92.21703960523965,0.044117077,33.46120039633519,0,Sunday,12:30,-1
118.48126271370958,94.26455253408932,0.018603231602001596,10.806122829890253,0,Sunday,12:40,-1
111.65195150466059,93.57639928432766,0.03485152,7.950755792140163,0,Sunday,12:50,-1
106.8778368,90.06105213,0.017778045060066344,3.2916154383289027,0,Sunday,13:00,-1
114.09409649348211,93.37438826550127,0.021386094753322402,7.415840113503004,0,Sunday,13:10,-1
119.2265662289139,91.84835119928799,0.028444142,30.52366953103158,1,Sunday,13:20,-1
117.51383257433083,99.84685014629858,0.026040819292904006,3.587587914430906,0,Sunday,13:30,-1
115.18904222621896,97.75012784231902,0.079643798,5.895225130042411,0,Sunday,13:40,-1
116.6402265,91.18570264390448,0.026708195,21.339183751761514,0,Sunday,13:50,-1
111.31078735555455,95.58554554499885,0.13808483513120556,3.649943384089607,0,Sunday,14:00,-1
107.12852397496748,89.01848053764559,0.021132424,4.222348487751293,0,Sunday,14:10,-1
105.82008639792697,82.98465910375145,0.014074346,7.674830748,1,Sunday,14:20,-1
105.94941675606991,87.08626515257811,0.020638127962264014,3.991198184234021,0,Sunday,14:30,-1
104.09038534904397,87.64458720289703,0.033547276881093956,3.780451685,0,Sunday,14:40,-1
103.81133581359963,86.06721243251044,0.024947759030057873,5.333982108738177,0,Sunday,14:50,-1
107.94310705417317,87.69268180771569,0.06658561,6.8219498139924974,0,Sunday,15:00,-1
106.20661017512029,85.63242281912443,0.030504137,8.045811285329131,0,Sunday,15:10,-1
115.83457056310898,89.49742109120201,0.030257814166661786,12.92154150870996,1,Sunday,15:20,-1
125.60806687750956,108.00976813019244,0.041633799,5.922725495726516,0,Sunday,15:30,-1
106.86244932676888,83.27192008760072,0.017250051117594527,8.785274997664953,1,Sunday,15:40,-1
104.63748735747372,81.73858064686067,0.012922453531086044,9.035910882784556,2,Sunday,15:50,-1
103.36973258633776,81.97012586523601,0.012719846,4.730141039093275,0,Sunday,16:00,-1
101.06549799651424,82.5438124,0.037004974143144645,3.7698910580241356,0,Sunday,16:10,-1
109.49219180877272,93.08942055671614,0.086705159,5.493381012202379,1,Sunday,16:20,-1
106.29502347772574,83.81775800332636,0.049012393,7.284200377813012,0,Sunday,16:30,-1
104.73455591337519,89.1994085,0.051071668981183434,3.248101542878388,0,Sunday,16:40,-1
116.85820310356976,101.2797410557075,0.020925809,3.5866210229585014,0,Sunday,16:50,-1
98.46473900203733,81.80618715896307,0.013338842802993977,4.081297756293588,0,Sunday,17:00,-1
98.55226771298999,82.09354832134728,0.056749382,3.910096117053435,0,Sunday,17:10,-1
122.42971853012122,108.59381867430375,0.030701702541956855,3.3191354070402053,0,Sunday,17:20,-1
116.93391691783553,100.19635939999577,0.038902999,3.879778892222703,0,Sunday,17:30,-1
102.57384029776321,82.15680066128407,0.013728718402022635,4.356157430988936,0,Sunday,17:40,-1
99.23743059681657,82.72889624366586,0.016584917172463434,3.654486631957406,0,Sunday,17:50,-1
104.25579657149714,89.89967009885905,0.030126658763976872,3.0902497254174213,1,Sunday,18:00,-1
111.36888913649047,83.17873176133071,0.025201379,24.087063848888196,0,Sunday,18:10,-1
101.00095388099801,84.82691264667409,0.019167622561188015,3.659282003962424,0,Sunday,18:20,-1
104.90368499619818,89.2903811,0.031723588,4.507990147226826,0,Sunday,18:30,-1
114.3254719384527,90.87400998171915,0.044473217,4.207801931458227,1,Sunday,18:40,-1
123.45279465030268,109.66061453735804,0.12178685956254538,5.543572148524662,0,Sunday,18:50,-1
139.1807051081233,98.19781403403759,0.051785490576672956,4238.590198,1,Sunday,19:00,-1
155.59788597950092,120.09524047501584,0.067755933,1271.923272613078,2,Sunday,19:10,-1
117.71670196795674,102.40029899845902,0.027390552388050857,3.3355021981346162,0,Sunday,19:20,-1
98.47955717,82.97941856710355,0.013172360284465818,3.707017993821343,0,Sunday,19:30,-1
102.80192921219721,86.60228563479924,0.035912653,3.818422270944491,0,Sunday,19:40,-1
128.32356278092564,92.95224588950974,0.047681044,1003.8791254904608,0,Sunday,19:50,-1
116.92481059890395,91.34854358935158,0.026867896112263267,31.67909219657172,1,Sunday,20:00,-1
141.4530537,103.24176384007808,0.10127706990064611,1824.3169011071964,1,Sunday,20:10,-1
125.2193604926565,91.73715576128043,0.025042332,310.08218413593477,1,Sunday,20:20,-1
117.50860355944853,88.25246880105568,0.029259739,67.44898627,1,Sunday,20:30,-1
140.82613033211712,101.74978346818688,0.087895424,2226.8464926997754,0,Sunday,20:40,-1
119.60686087384065,89.93145854539625,0.019858077349551383,141.81124025030894,3,Sunday,20:50,-1
157.1414167564463,122.54003073120407,0.037412222,700.2359978201422,1,Sunday,21:00,-1
138.87576990976396,99.51355263780167,0.042493778,2324.9036253051377,0,Sunday,21:10,-1
139.7194822632344,103.9474197861181,0.13238356479176058,1341.8462185999917,0,Sunday,21:20,-1
140.82438830964142,104.35208877226016,0.083512052,1127.5163656294176,0,Sunday,21:30,-1
116.55294624144574,88.65455791136851,0.042268890172367804,47.044144104467264,0,Sunday,21:40,-1
116.91291241319215,86.19731353358563,0.023751641,91.79512423666806,2,Sunday,21:50,-1
117.94304309118628,87.10818798832334,0.02258375,112.50928832151907,1,Sunday,22:00,-1
121.66554791777762,95.09163571415331,0.081015782,17.91415503041743,0,Sunday,22:10,-1
116.96592626491828,93.15782607371926,0.042431975,10.892734682215206,0,Sunday,22:20,-1
141.39120707842926,102.76745750213391,0.090386733,1836.004085224706,0,Sunday,22:30,-1
139.1526656144819,102.92310031115636,0.13398292114276392,1705.3682360436846,1,Sunday,22:40,-1
152.71125052639178,118.7772502545419,0.034602697883328384,695.7057589581501,1,Sunday,22:50,-1
109.23034508242887,84.63206560813478,0.024766424,21.563405150329736,2,Sunday,23:00,-1
120.26454244407569,86.12474825223751,0.06888901,389.1315397697349,2,Sunday,23:10,-1
121.06431303096542,89.70268554342971,0.054777931,167.05416035554487,0,Sunday,23:20,-1
117.29929584757976,85.54109722644591,0.084613923,71.81303137865265,2,Sunday,23:30,-1
114.6717717776796,83.26411191594389,0.039415722,69.11343650370665,0,Sunday,23:40,-1
120.16083220833288,87.42225781632114,0.024711505,228.34150431791548,2,Sunday,23:50,-1
108.08338465870322,84.95317429437623,0.035543541,10.537742953163292,0,Monday,0:00,-1
139.83886148662168,103.0836475741286,0.17898397694479115,1914.0967107665483,0,Monday,0:10,-1
141.06320517876637,102.8108955821944,0.055396669959125566,1902.496411399593,1,Monday,0:20,-1
113.95794652216493,95.42775985697794,0.086889889,8.011350952569888,0,Monday,0:30,-1
159.28338209645747,120.75125882699838,0.025626474,1715.5806044604253,3,Monday,0:40,-1
139.4723729324705,104.2244796031653,0.055525982,904.4476099,1,Monday,0:50,-1
140.7537358,103.15579857620298,0.064635429,1630.2561903398016,1,Monday,1:00,-1
122.32619165931185,98.57432489304165,0.06651376,9.309482826049338,1,Monday,1:10,-1
140.38672653375392,107.09337924619808,0.060745323,542.1099564293432,2,Monday,1:20,-1
139.82552345996191,106.01776804650143,0.075237347,671.7527716559084,1,Monday,1:30,-1
139.79419840880482,101.36094415921298,0.051722082092063706,1911.235354918588,2,Monday,1:40,-1
141.1171221751073,122.66292214413056,0.059118048,5.996287599833197,0,Monday,1:50,-1
121.1488530422573,97.03540487012704,0.024847317770046607,9.003566481653543,0,Monday,2:00,-1
110.07689318184049,94.70647223,0.059697332,3.8367037247948894,0,Monday,2:10,-1
116.26534369851429,93.78159032717166,0.04619424,10.424051265040507,0,Monday,2:20,-1
150.33684039413058,117.00511021466527,0.041322333448663894,402.15235838049887,2,Monday,2:30,-1
117.66094408920344,94.36340199118754,0.035509565,12.044175083920065,0,Monday,2:40,-1
120.32723519535311,95.5189055,0.030622541049579777,14.332920263037828,1,Monday,2:50,-1
118.27855565091494,90.50305133447577,0.030823815491010452,57.70986737710542,1,Monday,3:00,-1
108.74764171504268,87.28229916491314,0.034886143,8.956531186,1,Monday,3:10,-1
118.28241612235834,93.86605463870731,0.034320017,17.134639530802218,0,Monday,3:20,-1
111.65995713914407,92.69583483,0.054254791445600394,9.011488560803402,0,Monday,3:30,-1
120.10185337180688,96.52224977139537,0.028546978,7.120229105013514,0,Monday,3:40,-1
118.98553669594196,97.62276186,0.024113479820472707,5.766077795818737,0,Monday,3:50,-1
113.93575796290905,88.78503269840317,0.046609339,33.90703794829415,0,Monday,4:00,-1
120.26688289052969,92.77015025506641,0.029117606331376875,19.396391313715174,0,Monday,4:10,-1
151.20915774118333,117.4801491,0.076314814,452.6976502,1,Monday,4:20,-1
118.94478881048896,92.0055968,0.032888399,43.74585837725411,1,Monday,4:30,-1
126.71645056288187,92.59294706922718,0.065781696,331.0808390160677,2,Monday,4:40,-1
124.71944346396856,95.00591179421687,0.039792719509049564,62.63285291839779,0,Monday,4:50,-1
118.00815185874485,95.26890699393203,0.040598254062016385,12.587640736597022,0,Monday,5:00,-1
118.2931619867176,95.99273783963056,0.080839138,11.511744204294741,0,Monday,5:10,-1
122.66766602788167,96.33387378342265,0.038776221,21.822405512918685,0,Monday,5:20,-1
122.44815225475037,96.51571034589496,0.049859743069682126,23.41039845415524,1,Monday,5:30,-1
120.34004941609405,96.26822155,0.062912119,14.77751508345981,0,Monday,5:40,-1
125.25421203410264,97.64473216871369,0.067598984,71.66912324019557,1,Monday,5:50,-1
127.05340070449739,101.74963845153697,0.022235115327442788,19.40843807591892,0,Monday,6:00,-1
131.42390515450333,99.98475246530958,0.021965333643341425,196.13829879472425,1,Monday,6:10,-1
179.09512280268441,141.1044116914548,0.035020765,1333.6000911971203,2,Monday,6:20,-1
125.39834424779121,100.45505131053865,0.017592416,19.852443135518346,0,Monday,6:30,-1
124.12370321750025,99.85085424762795,0.01973953,7.1531580778062205,0,Monday,6:40,-1
126.11376731106405,100.68094641189047,0.027768751531222477,5.992084194467143,0,Monday,6:50,-1
135.2078990404872,119.28745346220143,0.030891014312450907,3.7904331737194625,0,Monday,7:00,-1
153.19345743201458,138.50188704253335,0.043138147714480476,3.1434989111242544,0,Monday,7:10,-1
135.91300659765434,119.76865078964154,0.048199967901266356,4.511801256,0,Monday,7:20,-1
125.16957229578159,99.42109745,0.065267458,34.624733859316024,1,Monday,7:30,-1
123.48612592261205,95.50941925266898,0.057117611,91.15568963780548,0,Monday,7:40,-1
135.40792596040387,101.76541471725095,0.054866808,640.4337264591998,1,Monday,7:50,-1
141.7697301362974,106.72444122774068,0.069394098,733.7616850077266,0,Monday,8:00,-1
171.18624780160647,132.98077133552897,0.31601710205245304,2240.954094,0,Monday,8:10,-1
139.80334105979745,103.79661969567567,0.062778799,845.9602494986048,0,Monday,8:20,-1
138.6339262859494,101.19437995927221,0.039752641,1186.4009048227301,1,Monday,8:30,-1
139.11132713384995,101.40509806287865,0.092414328,1350.998445363675,1,Monday,8:40,-1
140.50380056209363,103.07587487694285,0.099339148,1327.1924568576353,0,Monday,8:50,-1
125.79322242723704,99.54159468492436,0.036585591990126294,13.61310538349378,0,Monday,9:00,-1
138.77693960528373,100.21280184565524,0.0618291,2318.242816338852,0,Monday,9:10,-1
144.60707417426673,104.00974499888488,0.074511424,4709.930113080956,4,Monday,9:20,-1
116.62483051695389,88.00600110246457,0.030106799,79.38600249550316,1,Monday,9:30,-1
141.10116346051018,102.22817449683524,0.080534046,2148.0746695935495,1,Monday,9:40,-1
140.58940630815465,102.86205106160881,0.063137648,1666.5254989387854,0,Monday,9:50,-1
120.56805742321922,100.08806608881302,0.068286229,6.169860755497169,0,Monday,10:00,-1
140.43809511014607,112.30364530572608,0.022454329335522084,51.12885788801681,0,Monday,10:10,-1
145.3851240162013,110.19513279921196,0.10083504150759026,945.4823360862149,4,Monday,10:20,-1
141.20006487080389,108.15891085655545,0.041438778558382974,353.3828377943934,0,Monday,10:30,-1
140.76477742295498,108.7019433056833,0.081281562,335.4374067746992,0,Monday,10:40,-1
141.23341414002869,111.26985001732444,0.051478363,126.13509030093795,0,Monday,10:50,-1
146.13949160872696,115.20127027841198,0.059175054,150.65845947837104,1,Monday,11:00,-1
139.72972024439645,111.18448373504442,0.066408737,143.47958266396452,0,Monday,11:10,-1
140.78710894066415,113.82694587858224,0.10526151544853728,85.72047824018131,1,Monday,11:20,-1
139.86906858150502,111.48195729904972,0.099948596,140.00427401759467,0,Monday,11:30,-1
146.53620267180744,111.00044570367025,0.107215749,407.7436511,1,Monday,11:40,-1
117.80484454357878,90.89877205370613,0.10327711126717597,26.21265718953452,1,Monday,11:50,-1
138.63022214482046,105.19985594792722,0.07078082,390.4351905269405,1,Monday,12:00,-1
162.8432185352612,127.1357623957539,0.073105415,916.8231363697626,1,Monday,12:10,-1
134.65501346015864,101.47739934965568,0.12201999972031005,266.1154540354107,2,Monday,12:20,-1
165.13784550115986,129.61504894900105,0.16252715408789828,1060.0790115426862,0,Monday,12:30,-1
136.46497929045782,106.33032722077166,0.028581138528802043,50.84010167,1,Monday,12:40,-1
126.31469472242394,95.67183257217596,0.024311969918021807,160.63516368184477,1,Monday,12:50,-1
136.95408664968608,101.5795721666353,0.06517922,1080.8814203366132,2,Monday,13:00,-1
114.3690911054069,92.25953265375324,0.037158294,6.3840236082735995,0,Monday,13:10,-1
111.8613961796691,88.6515379,0.023489502,15.72910940349581,0,Monday,13:20,-1
117.97820677590363,101.15143600524398,0.04004484,3.171128967797998,0,Monday,13:30,-1
117.39463983915368,94.67614306,0.036452683706535274,5.227917830305758,0,Monday,13:40,-1
111.00218539829325,97.60192954,0.074923529,2.971611658360249,0,Monday,13:50,-1
107.59061853951624,87.98613984133318,0.03569105,4.778297162186688,0,Monday,14:00,-1
117.60741946457601,103.41128407688691,0.049383245,3.4996344902671894,0,Monday,14:10,-1
117.61424574778712,88.08087238210462,0.022515875611118653,74.27116484534045,1,Monday,14:20,-1
113.71135294644411,90.21312659347126,0.036728714,16.11900289,1,Monday,14:30,-1
108.20037954322376,86.50909936873093,0.016476184150751784,7.910889841,0,Monday,14:40,-1
123.58601835655222,106.32810065877932,0.037794757,5.227796200019434,0,Monday,14:50,-1
116.52883251554263,95.74753776436123,0.051710010945930626,6.187527131745884,0,Monday,15:00,-1
103.44409574393711,84.80394444756021,0.017114276,4.258927257884847,0,Monday,15:10,-1
125.42134750271698,93.02561708643628,0.039841609,383.42597949983065,1,Monday,15:20,-1
126.73061554545603,112.32841661507433,0.031399587289986534,3.035272178538926,0,Monday,15:30,-1
137.88280993694565,123.19011650854381,0.03020053,3.810496467716181,0,Monday,15:40,-1
115.59886059700145,94.07342247713223,0.064827902,12.651734966637811,0,Monday,15:50,-1
111.47365200602755,93.42344652228539,0.033595642929295275,4.379758641439143,0,Monday,16:00,-1
105.23483325011631,85.11535474006976,0.017482738266494935,6.883233613850726,0,Monday,16:10,-1
101.69232882325906,83.77989726,0.048475123,3.880492591139041,0,Monday,16:20,-1
101.55904341114879,86.14936200373512,0.062827298,3.8945066963924018,0,Monday,16:30,-1
108.55405679463959,86.46779359979944,0.021068793,14.190974197543763,0,Monday,16:40,-1
99.90103863076298,83.38462502719239,0.018978976527518912,3.7215831157709984,0,Monday,16:50,-1
131.31551462049924,108.69424356603537,0.12704579336252933,22.97364079,0,Monday,17:00,-1
105.95900277052968,87.6385898,0.035997575,6.206629796974462,0,Monday,17:10,-1
121.56834627067295,91.71929926,0.036604517,97.34713056404279,1,Monday,17:20,-1
125.04092434874383,102.18311812066565,0.037829464,5.794904875554532,0,Monday,17:30,-1
120.87203705991575,103.31623490102152,0.06204001,4.6071498762762975,0,Monday,17:40,-1
106.83962566472684,89.34658977011989,0.15736898064563748,3.4974026964553286,0,Monday,17:50,-1
117.57366424908821,90.49130442360348,0.025895209769028184,29.37712885905494,0,Monday,18:00,-1
138.90501856545808,100.2258912,0.055462850583340204,1936.8399193831456,2,Monday,18:10,-1
131.47769524754185,98.03198843508292,0.059525680205167394,218.56305353728024,0,Monday,18:20,-1
120.09916577571433,87.42837391,0.094680006,389.83779610906663,1,Monday,18:30,-1
123.09420478181491,105.60428331177162,0.083710126,6.418760140346707,1,Monday,18:40,-1
135.90975015520667,98.13948364,0.031299764908986095,1683.026271858983,1,Monday,18:50,-1
134.17679068831058,101.20631992286596,0.056719831,522.7298491817298,0,Monday,19:00,-1
112.20372090876468,90.65645218472534,0.024230715926801125,5.541438533389321,1,Monday,19:10,-1
122.5436717104097,93.1953157,0.031123673,134.6364216,1,Monday,19:20,-1
133.21323820808442,106.98449256431793,0.061146612228678406,21.713597697089742,0,Monday,19:30,-1
136.3748353616449,104.0970316858704,0.070988489,387.1372935155567,1,Monday,19:40,-1
141.5880303829547,103.73931035289684,0.068267574,1553.7858333804909,3,Monday,19:50,-1
138.08247796040223,101.57906760392473,0.061586590372772816,727.6870787160634,1,Monday,20:00,-1
137.88140345887382,105.05117522013798,0.064754633,301.81357090440594,1,Monday,20:10,-1
140.1005399421304,108.67239106657061,0.11532219500354358,318.3214721924038,1,Monday,20:20,-1
145.58445943316147,110.00533748164537,0.051172127967641416,383.2575142177509,1,Monday,20:30,-1
139.8215864713818,109.22131708426895,0.083320393,157.93442914613024,0,Monday,20:40,-1
136.56647623503412,103.88204888265994,0.094032463,349.22786695338107,1,Monday,20:50,-1
